Date,Close/Last,Volume,Open,High,Low
08/11/2021,$150.01,13818560,$149.51,$151.58,$149.16
08/10/2021,$148.68,12754050,$146.97,$148.95,$146.25
08/09/2021,$145.58,5270591,$145.91,$146.48,$145.40
08/06/2021,$145.23,6421230,$146.21,$146.47,$144.95
08/05/2021,$145.49,9001814,$144.23,$145.54,$143.99
08/04/2021,$142.84,5100528,$143.38,$143.94,$142.74
08/03/2021,$143.82,6305118,$142.44,$143.90,$142.36
08/02/2021,$142.22,6652841,$142.83,$142.87,$141.67
07/30/2021,$142.55,5444061,$141.20,$142.955,$141.20
07/29/2021,$142.24,3687689,$142.64,$142.85,$142.0229
07/28/2021,$142.06,4690487,$142.48,$143.25,$141.66
07/27/2021,$142.64,5131905,$143.00,$143.00,$141.96
07/26/2021,$142.63,6172445,$142.36,$143.86,$141.46
07/23/2021,$142.43,5315836,$141.52,$142.72,$141.01
07/22/2021,$141.27,4337765,$141.13,$142.1171,$140.80
07/21/2021,$141.17,6197299,$142.50,$142.54,$140.705
07/20/2021,$141.87,6340100,$140.97,$142.47,$140.777
07/19/2021,$141.23,9127720,$141.41,$142.98,$139.77
07/16/2021,$141.56,6031805,$141.70,$142.13,$140.95
07/15/2021,$141.66,5991612,$142.00,$142.64,$141.09
07/14/2021,$141.55,6270671,$140.71,$141.80,$139.83
07/13/2021,$140.58,6315868,$139.99,$141.18,$139.94
07/12/2021,$140.05,6504976,$140.69,$140.79,$139.33
07/09/2021,$140.30,5061763,$140.41,$140.84,$139.93
07/08/2021,$139.59,7089047,$138.34,$140.65,$138.2209
07/07/2021,$139.71,8535819,$139.76,$141.19,$139.36
07/06/2021,$139.94,6093058,$139.90,$140.75,$139.515
07/02/2021,$140.11,8762569,$139.35,$141.08,$139.35
07/01/2021,$139.32,8782850,$140.41,$141.25,$139.01
06/30/2021,$141.02,15170350,$139.56,$142.58,$138.69
06/29/2021,$137.30,11987490,$137.90,$138.47,$137.23
06/28/2021,$138.10,5183022,$138.04,$138.64,$136.60
06/25/2021,$138.53,9546936,$137.13,$138.86,$136.92
06/24/2021,$136.91,7814653,$136.17,$137.24,$136.10
06/23/2021,$135.96,6463517,$136.50,$136.99,$135.93
06/22/2021,$137.03,6368954,$136.23,$137.72,$136.23
06/21/2021,$136.40,6925023,$135.66,$136.75,$135.35
06/18/2021,$135.17,14937580,$135.44,$136.388,$134.40
06/17/2021,$137.72,6447279,$137.00,$138.35,$136.71
06/16/2021,$137.15,9598343,$139.85,$140.04,$136.97
06/15/2021,$140.00,6442392,$140.84,$140.91,$139.66
06/14/2021,$140.56,5046896,$140.93,$140.93,$140.0301
06/11/2021,$140.75,8410824,$140.23,$140.85,$139.86
06/10/2021,$139.88,5459459,$139.08,$140.19,$139.08
06/09/2021,$139.08,5695127,$139.34,$140.01,$139.03
06/08/2021,$139.83,6706856,$140.51,$140.90,$139.81
06/07/2021,$140.90,5543628,$141.85,$141.97,$140.39
06/04/2021,$141.85,4545272,$141.46,$142.29,$141.25
06/03/2021,$141.60,6124824,$141.39,$141.85,$140.75
06/02/2021,$141.35,7765993,$141.39,$141.7099,$140.09
06/01/2021,$141.66,6922542,$142.21,$142.80,$141.27
05/28/2021,$142.03,7063303,$141.93,$142.45,$141.64
05/27/2021,$141.69,18858970,$143.35,$143.68,$141.69
05/26/2021,$142.17,6431370,$142.39,$142.88,$141.76
05/25/2021,$142.34,7168364,$141.80,$142.64,$141.07
05/24/2021,$141.76,6315316,$141.76,$142.42,$141.36
05/21/2021,$141.75,7642485,$142.52,$143.08,$141.60
05/20/2021,$142.42,10180250,$141.50,$142.87,$140.70
05/19/2021,$141.92,11624920,$140.71,$143.72,$140.50
05/18/2021,$141.91,19394560,$143.51,$144.58,$141.21
05/17/2021,$138.89,6491176,$140.00,$140.40,$138.77
05/14/2021,$139.52,5363895,$138.81,$140.24,$138.43
05/13/2021,$138.24,7160053,$136.23,$138.98,$135.76
05/12/2021,$135.94,8666144,$138.87,$138.98,$135.91
05/11/2021,$139.55,8821379,$140.87,$140.87,$138.32
05/10/2021,$140.82,8769245,$140.45,$142.08,$140.31
05/07/2021,$140.20,7802805,$141.63,$141.72,$139.32
05/06/2021,$141.05,5433952,$140.00,$141.357,$139.45
05/05/2021,$140.60,3965185,$140.71,$141.20,$140.25
05/04/2021,$140.72,6361357,$141.54,$142.03,$140.10
05/03/2021,$142.12,9046535,$139.68,$142.74,$139.68
04/30/2021,$139.91,6560007,$139.71,$139.99,$139.11
04/29/2021,$139.63,6531986,$137.90,$140.00,$137.90
04/28/2021,$137.89,4762196,$138.35,$138.59,$137.865
04/27/2021,$138.38,5383813,$138.00,$138.945,$137.55
04/26/2021,$137.91,7615411,$139.91,$140.00,$137.64
04/23/2021,$139.90,7661332,$139.10,$140.342,$139.03
04/22/2021,$139.67,6568371,$141.08,$141.45,$139.42
04/21/2021,$141.20,5778363,$140.77,$141.70,$140.53
04/20/2021,$140.79,8150659,$139.42,$141.77,$138.82
04/19/2021,$139.71,6426991,$140.29,$140.57,$139.61
04/16/2021,$140.61,8829461,$140.89,$140.96,$139.71
04/15/2021,$140.16,7236777,$139.40,$140.47,$139.20
04/14/2021,$139.32,7308164,$139.12,$139.46,$138.42
04/13/2021,$139.37,5799331,$139.80,$140.00,$138.87
04/12/2021,$139.80,6241041,$140.07,$140.38,$139.34
04/09/2021,$139.78,6892161,$139.63,$140.09,$138.7138
04/08/2021,$139.71,6365153,$140.45,$141.12,$139.66
04/07/2021,$139.80,6787192,$140.30,$140.75,$139.65
04/06/2021,$140.10,10348230,$139.11,$140.9482,$138.52
04/05/2021,$139.43,13347720,$136.72,$140.16,$136.20
04/01/2021,$135.62,8531718,$135.94,$136.89,$135.33
03/31/2021,$135.83,8182012,$135.55,$136.86,$134.96
03/30/2021,$135.74,9076726,$136.33,$137.59,$135.47
03/29/2021,$136.67,10048840,$135.00,$137.01,$134.60
03/26/2021,$135.13,9551168,$134.00,$135.20,$133.421
03/25/2021,$134.01,9375334,$133.26,$134.5301,$132.87
03/24/2021,$133.11,7849144,$134.43,$134.43,$133.05
03/23/2021,$133.94,9718262,$131.71,$134.30,$131.63
03/22/2021,$132.37,8217950,$131.00,$132.45,$130.99
03/19/2021,$131.74,19234520,$130.13,$132.50,$129.90
03/18/2021,$130.01,9938471,$131.16,$131.95,$129.93
03/17/2021,$132.28,8052060,$132.50,$133.14,$131.98
03/16/2021,$133.39,6626953,$132.82,$134.28,$132.82
03/15/2021,$133.43,8366025,$134.74,$134.75,$132.825
03/12/2021,$134.12,9479187,$132.52,$134.52,$132.0801
03/11/2021,$132.13,11829890,$133.36,$133.49,$131.53
03/10/2021,$132.18,14976450,$128.86,$133.05,$128.47
03/09/2021,$128.89,10662880,$128.80,$129.88,$128.32
03/08/2021,$127.88,13662800,$129.33,$129.84,$127.81
03/05/2021,$129.12,11357860,$126.83,$129.7459,$126.75
03/04/2021,$127.53,15115970,$127.86,$129.58,$126.28
03/03/2021,$127.59,13945760,$129.50,$129.93,$127.55
03/02/2021,$130.11,9743566,$131.51,$132.75,$130.01
03/01/2021,$131.37,11544850,$131.58,$132.57,$131.13
02/26/2021,$129.92,14156930,$131.48,$131.81,$129.86
02/25/2021,$131.95,11108230,$133.10,$134.01,$131.484
02/24/2021,$133.21,15521910,$135.87,$136.16,$133.05
02/23/2021,$135.47,10433400,$137.11,$137.39,$135.06
02/22/2021,$137.69,10702210,$137.74,$138.34,$136.25
02/19/2021,$138.34,12201990,$137.80,$139.42,$137.67
02/18/2021,$137.66,32309130,$139.00,$140.70,$137.50
02/17/2021,$147.20,8675565,$144.65,$147.50,$144.50
02/16/2021,$145.66,9297029,$145.94,$146.39,$144.93
02/12/2021,$144.47,4474531,$144.16,$144.61,$143.67
02/11/2021,$144.02,4263820,$144.14,$144.95,$143.71
02/10/2021,$144.13,6192319,$145.83,$145.90,$143.5388
02/09/2021,$145.83,5302336,$144.58,$146.32,$144.58
02/08/2021,$145.03,5275117,$144.81,$145.58,$144.46
02/05/2021,$144.36,6817249,$143.46,$144.85,$142.53
02/04/2021,$142.53,5782089,$141.79,$143.18,$141.26
02/03/2021,$141.20,4988932,$140.66,$142.05,$140.63
02/02/2021,$140.77,9000788,$139.76,$142.15,$139.4401
02/01/2021,$139.27,8648363,$140.91,$141.49,$139.19
01/29/2021,$140.49,10836370,$143.18,$143.75,$140.35
01/28/2021,$143.75,7433874,$144.46,$146.26,$143.63
01/27/2021,$143.84,9970114,$146.96,$147.86,$143.55
01/26/2021,$147.51,5010495,$145.63,$147.81,$145.47
01/25/2021,$146.20,6343721,$145.36,$146.25,$144.27
01/22/2021,$146.33,6406452,$145.60,$147.34,$145.12
01/21/2021,$144.85,4783285,$145.36,$145.73,$144.21
01/20/2021,$145.51,7925237,$143.59,$145.66,$142.89
01/19/2021,$143.39,8041153,$144.64,$145.07,$142.67
01/15/2021,$144.64,11973490,$145.14,$145.90,$143.671
01/14/2021,$146.97,7672366,$147.82,$148.00,$146.035
01/13/2021,$147.45,5356541,$148.75,$149.07,$147.43
01/12/2021,$148.97,7791143,$149.00,$149.93,$148.32
01/11/2021,$147.29,8782414,$146.00,$147.99,$146.00
01/08/2021,$146.63,8159400,$146.88,$147.00,$145.81
01/07/2021,$146.65,6845971,$147.62,$147.76,$146.04
01/06/2021,$146.66,7306302,$145.09,$148.10,$145.0111
01/05/2021,$145.75,8832653,$146.60,$147.07,$144.49
01/04/2021,$146.53,10727410,$144.30,$146.89,$144.28
12/31/2020,$144.15,5938018,$144.20,$144.27,$142.85
12/30/2020,$144.18,6250385,$144.88,$145.15,$143.94
12/29/2020,$144.30,5979380,$145.64,$145.845,$143.59
12/28/2020,$145.22,6448325,$144.04,$145.30,$143.33
12/24/2020,$143.50,3018157,$143.54,$144.39,$143.18
12/23/2020,$143.22,6810150,$143.54,$144.22,$142.30
12/22/2020,$144.20,12554060,$145.15,$146.23,$143.14
12/21/2020,$145.97,8517668,$145.50,$146.67,$145.0638
12/18/2020,$145.95,13794740,$146.615,$147.18,$145.16
12/17/2020,$146.10,10226460,$146.06,$146.44,$145.15
12/16/2020,$145.43,8550348,$146.24,$146.89,$145.08
12/15/2020,$145.58,10631500,$145.52,$146.36,$144.86
12/14/2020,$145.65,8362652,$147.70,$147.72,$145.40
12/11/2020,$147.00,5620262,$146.92,$147.5081,$145.94
12/10/2020,$147.04,6884118,$147.75,$148.15,$146.57
12/09/2020,$148.27,6713231,$150.00,$150.00,$147.89
12/08/2020,$149.45,6905454,$147.36,$149.85,$147.18
12/07/2020,$148.11,6159738,$148.46,$148.99,$147.16
12/04/2020,$148.91,6963068,$149.51,$149.51,$147.58
12/03/2020,$149.30,8575283,$150.28,$150.28,$148.39
12/02/2020,$150.52,7849016,$152.00,$152.62,$149.532
12/01/2020,$152.64,7647091,$153.60,$153.6597,$151.66
11/30/2020,$152.79,10898520,$151.60,$152.95,$150.10
11/27/2020,$151.60,3666527,$152.15,$152.72,$151.10
11/25/2020,$151.83,4611107,$151.25,$152.39,$151.21
11/24/2020,$151.36,5722923,$151.74,$151.98,$150.27
11/23/2020,$150.93,6185714,$150.37,$151.40,$149.37
11/20/2020,$150.24,7320855,$151.17,$152.76,$149.81
11/19/2020,$152.12,6196868,$149.46,$152.45,$149.32
11/18/2020,$149.09,8312289,$149.86,$151.67,$149.05
11/17/2020,$149.37,14237210,$150.50,$153.2448,$149.18
11/16/2020,$152.44,11520140,$150.53,$153.40,$149.28
11/13/2020,$150.54,6603838,$148.94,$150.935,$147.52
11/12/2020,$148.23,4192331,$148.48,$148.7106,$147.10
11/11/2020,$147.98,6268607,$146.92,$148.955,$146.40
11/10/2020,$145.56,6066444,$143.75,$146.4371,$143.5301
11/09/2020,$143.54,9399524,$148.00,$148.1992,$143.48
11/06/2020,$145.77,5399488,$144.36,$146.22,$143.55
11/05/2020,$143.47,4734235,$144.00,$144.23,$142.94
11/04/2020,$141.96,5975827,$141.57,$144.39,$141.3361
11/03/2020,$142.78,5137741,$141.65,$144.16,$141.57
11/02/2020,$140.40,5525218,$140.59,$140.81,$139.03
10/30/2020,$138.75,6202739,$139.18,$140.09,$137.37
10/29/2020,$139.92,5051348,$140.00,$141.11,$138.70
10/28/2020,$140.04,5616441,$140.96,$142.13,$139.88
10/27/2020,$142.87,3943651,$142.05,$143.70,$141.97
10/26/2020,$142.16,5370597,$142.84,$143.124,$140.94
10/23/2020,$143.85,3513489,$143.97,$144.14,$142.85
10/22/2020,$143.55,4451577,$144.19,$144.56,$142.69
10/21/2020,$144.40,4371427,$143.84,$145.7259,$143.84
10/20/2020,$143.90,4843212,$144.11,$145.53,$143.62
10/19/2020,$142.95,4881070,$145.10,$145.37,$142.751
10/16/2020,$144.71,5647341,$145.40,$146.15,$144.47
10/15/2020,$144.53,4568475,$143.09,$144.96,$142.8374
10/14/2020,$143.94,6574109,$146.40,$146.525,$143.7601
10/13/2020,$146.23,7933449,$144.68,$146.605,$144.36
10/12/2020,$144.25,6134149,$143.02,$145.39,$143.02
10/09/2020,$142.78,4831602,$141.66,$143.34,$141.56
10/08/2020,$141.36,4892290,$141.51,$142.09,$141.12
10/07/2020,$140.89,5649732,$141.26,$141.55,$140.25
10/06/2020,$140.63,7158481,$141.87,$142.9399,$140.25
10/05/2020,$141.80,4753039,$141.29,$142.1899,$141.065
10/02/2020,$140.50,8194974,$142.34,$143.10,$140.1297
10/01/2020,$143.08,14430330,$140.80,$144.3799,$140.26
09/30/2020,$139.91,11608820,$137.39,$141.74,$137.2014
09/29/2020,$137.14,9240908,$137.25,$138.14,$136.39
09/28/2020,$137.25,7065659,$137.16,$138.05,$136.72
09/25/2020,$137.27,7539596,$136.52,$137.535,$135.96
09/24/2020,$136.70,9817694,$135.73,$137.795,$135.07
09/23/2020,$135.99,7711108,$139.00,$139.24,$135.8193
09/22/2020,$138.31,11034020,$137.07,$138.99,$136.57
09/21/2020,$137.07,15758500,$136.50,$137.24,$135.29
09/18/2020,$135.29,18236350,$136.44,$137.53,$134.75
09/17/2020,$136.69,12415030,$135.43,$137.57,$135.02
09/16/2020,$136.26,9292649,$138.41,$138.6825,$136.05
09/15/2020,$137.36,10142620,$138.23,$139.0799,$136.68
09/14/2020,$137.32,15244650,$136.14,$141.10,$135.88
09/11/2020,$136.70,9626577,$137.05,$138.44,$135.55
09/10/2020,$136.81,11236420,$140.06,$140.535,$136.5857
09/09/2020,$139.89,11223030,$140.09,$142.61,$139.45
09/08/2020,$138.45,11322250,$141.41,$141.90,$138.26
09/04/2020,$142.83,11327360,$144.02,$145.0382,$140.10
09/03/2020,$144.54,16005000,$146.70,$149.60,$141.81
09/02/2020,$147.68,17221990,$151.25,$151.33,$145.61
09/01/2020,$147.59,35708210,$141.20,$149.59,$140.05
08/31/2020,$138.85,15078780,$137.48,$138.89,$135.53
08/28/2020,$140.30,21350310,$141.00,$141.07,$137.84
08/27/2020,$136.63,39672910,$131.08,$139.35,$130.90
08/26/2020,$130.70,6271556,$130.21,$130.88,$129.70
08/25/2020,$130.63,7240819,$130.80,$131.2367,$129.67
08/24/2020,$131.33,6604550,$132.25,$132.48,$130.33
08/21/2020,$131.63,8287994,$130.55,$132.67,$130.10
08/20/2020,$130.57,8936882,$131.21,$132.07,$130.05
08/19/2020,$132.41,12718400,$134.21,$134.66,$131.855
08/18/2020,$134.71,26744180,$136.17,$137.6323,$133.17
08/17/2020,$135.60,13155000,$134.35,$136.13,$133.85
08/14/2020,$132.60,6702087,$132.34,$132.97,$131.63
08/13/2020,$131.85,6622444,$131.21,$131.96,$130.73
08/12/2020,$131.89,6372112,$130.47,$132.23,$129.08
08/11/2020,$130.20,8453355,$132.59,$132.87,$129.7303
08/10/2020,$131.88,5894354,$130.24,$132.34,$129.65
08/07/2020,$129.97,5519487,$129.58,$130.46,$129.11
08/06/2020,$129.35,4832140,$129.13,$130.23,$129.0299
08/05/2020,$129.81,8503573,$130.45,$130.75,$128.83
08/04/2020,$131.64,6073225,$129.65,$131.71,$128.94
08/03/2020,$129.30,4992088,$129.91,$130.115,$128.2713
07/31/2020,$129.40,7211535,$129.65,$130.09,$127.62
07/30/2020,$130.12,4596121,$129.42,$130.42,$128.72
07/29/2020,$130.69,4741109,$131.56,$131.86,$129.85
07/28/2020,$131.76,4804721,$131.50,$132.38,$130.92
07/27/2020,$131.21,4681850,$130.86,$131.98,$130.86
07/24/2020,$131.24,4345783,$130.95,$132.40,$130.51
07/23/2020,$131.64,5598752,$133.00,$133.15,$131.31
07/22/2020,$132.66,5388177,$132.57,$133.03,$131.19
07/21/2020,$132.33,7240401,$131.56,$133.99,$131.45
07/20/2020,$131.47,6114183,$131.96,$132.74,$131.14
07/17/2020,$131.74,6063169,$133.37,$133.37,$131.47
07/16/2020,$132.20,5892165,$132.05,$132.73,$131.24
07/15/2020,$132.00,10577120,$132.27,$134.13,$130.80
07/14/2020,$132.01,8818555,$129.28,$132.50,$129.026
07/13/2020,$129.52,14112780,$131.33,$133.63,$128.89
07/10/2020,$130.68,14745630,$128.735,$131.37,$127.26
07/09/2020,$127.75,14257240,$125.61,$128.18,$124.95
07/08/2020,$124.44,17405710,$128.00,$128.13,$124.40
07/07/2020,$126.95,31152680,$118.45,$127.55,$118.22
07/06/2020,$118.89,7231664,$119.80,$119.87,$118.22
07/02/2020,$119.21,5898559,$120.09,$120.88,$118.86
07/01/2020,$119.69,6577921,$119.45,$119.92,$118.66
06/30/2020,$119.78,6836358,$119.22,$120.13,$118.54
06/29/2020,$119.06,5503784,$118.50,$119.68,$118.215
06/26/2020,$118.32,8997170,$119.60,$120.84,$118.02
06/25/2020,$119.71,6856615,$119.76,$120.16,$118.38
06/24/2020,$120.30,6871610,$120.74,$121.1153,$119.58
06/23/2020,$121.07,6575915,$122.75,$122.85,$120.9606
06/22/2020,$121.68,9112847,$120.97,$122.09,$120.40
06/19/2020,$119.85,13342920,$118.89,$120.30,$117.75
06/18/2020,$117.99,6689974,$118.54,$119.06,$117.66
06/17/2020,$119.03,6722337,$119.86,$120.13,$118.40
06/16/2020,$119.65,8395210,$119.80,$120.2299,$118.54
06/15/2020,$118.08,10901060,$118.40,$118.68,$117.01
06/12/2020,$117.74,10786440,$120.51,$120.75,$117.06
06/11/2020,$120.09,11387650,$120.99,$122.58,$119.48
06/10/2020,$121.16,9380549,$121.56,$122.50,$121.1301
06/09/2020,$121.35,6915437,$121.60,$122.00,$120.56
06/08/2020,$121.24,9448064,$119.58,$121.24,$119.46
06/05/2020,$121.56,13112390,$122.57,$122.68,$119.91
06/04/2020,$122.11,8004963,$122.80,$123.887,$121.82
06/03/2020,$123.47,6754333,$123.90,$123.99,$122.66
06/02/2020,$123.94,6395935,$123.59,$124.1525,$122.81
06/01/2020,$123.96,6855752,$123.44,$124.41,$122.36
05/29/2020,$124.06,9772431,$124.24,$124.705,$121.93
05/28/2020,$123.69,8145973,$123.72,$124.95,$123.16
05/27/2020,$122.48,10357900,$123.97,$124.49,$121.03
05/26/2020,$123.86,7910182,$124.34,$125.51,$123.63
05/22/2020,$124.33,7453162,$125.10,$125.35,$123.77
05/21/2020,$124.99,7482740,$124.89,$126.14,$124.25
05/20/2020,$125.45,10748800,$126.49,$126.59,$124.63
05/19/2020,$124.95,24915440,$131.75,$131.99,$124.81
05/18/2020,$127.66,13035900,$127.50,$128.555,$126.10
05/15/2020,$125.94,10590040,$123.47,$125.94,$123.09
05/14/2020,$123.42,7411006,$124.85,$125.13,$121.3001
05/13/2020,$123.71,9725055,$123.50,$126.24,$123.09
05/12/2020,$123.78,6366725,$124.48,$125.66,$123.78
05/11/2020,$123.67,8447305,$123.04,$124.31,$123.01
05/08/2020,$122.94,6944352,$122.75,$123.01,$121.62
05/07/2020,$121.89,9116180,$123.46,$123.98,$121.50
05/06/2020,$123.30,5769725,$125.21,$125.49,$122.845
05/05/2020,$124.73,6445750,$123.80,$125.26,$123.26
05/04/2020,$123.70,5935879,$123.84,$124.40,$121.71
05/01/2020,$122.92,10381350,$121.48,$123.69,$120.78
04/30/2020,$121.55,13499260,$123.08,$123.4362,$121.04
04/29/2020,$123.60,14870660,$125.57,$125.76,$122.55
04/28/2020,$128.00,6910694,$128.28,$130.24,$127.70
04/27/2020,$128.30,5974605,$130.00,$130.3076,$128.17
04/24/2020,$129.44,5782761,$129.35,$129.89,$128.56
04/23/2020,$128.53,9613297,$129.85,$131.0895,$127.73
04/22/2020,$131.59,6485036,$130.00,$132.38,$128.90
04/21/2020,$129.21,9300239,$130.07,$131.03,$128.16
04/20/2020,$129.85,8133941,$132.39,$133.38,$129.76
04/17/2020,$132.12,10305090,$131.48,$132.97,$129.725
04/16/2020,$132.33,10627450,$129.00,$132.92,$128.25
04/15/2020,$128.76,7478431,$129.00,$129.88,$127.12
04/14/2020,$129.00,11366310,$127.10,$129.79,$126.0352
04/13/2020,$125.30,8064663,$121.27,$125.67,$121.17
04/09/2020,$121.80,10944400,$118.22,$122.87,$117.66
04/08/2020,$121.84,9292178,$123.69,$123.81,$120.59
04/07/2020,$121.99,13789910,$123.98,$126.49,$121.64
04/06/2020,$126.07,15922900,$119.06,$126.39,$118.94
04/03/2020,$119.48,9541663,$117.21,$119.91,$117.03
04/02/2020,$118.65,9838491,$113.18,$119.11,$112.335
04/01/2020,$114.14,9423171,$112.15,$115.53,$111.80
03/31/2020,$113.62,8757180,$114.31,$116.19,$112.64
03/30/2020,$115.19,9737540,$111.86,$115.80,$110.9372
03/27/2020,$109.58,12053450,$110.11,$112.28,$108.6007
03/26/2020,$109.82,19431320,$109.40,$110.87,$106.8466
03/25/2020,$109.40,17762500,$112.97,$114.00,$108.05
03/24/2020,$115.03,14235050,$115.87,$117.37,$111.31
03/23/2020,$114.28,13121960,$114.17,$117.54,$112.21
03/20/2020,$113.97,18474520,$119.50,$122.79,$111.89
03/19/2020,$119.45,19033480,$124.46,$127.00,$117.63
03/18/2020,$122.58,25785280,$115.00,$128.08,$114.50
03/17/2020,$119.26,17602030,$112.77,$119.27,$110.46
03/16/2020,$106.76,12251300,$105.20,$111.3292,$102.00
03/13/2020,$114.10,14320710,$108.24,$114.59,$103.88
03/12/2020,$104.05,18774450,$106.02,$111.49,$102.98
03/11/2020,$114.43,10543000,$117.51,$119.03,$112.80
03/10/2020,$119.79,12599060,$118.10,$120.68,$114.92
03/09/2020,$117.16,19747840,$113.82,$120.63,$112.73
03/06/2020,$117.23,9803711,$113.87,$117.91,$113.01
03/05/2020,$115.92,8546505,$114.40,$117.25,$113.91
03/04/2020,$116.77,8208422,$114.24,$116.84,$113.47
03/03/2020,$112.91,11113640,$116.08,$117.53,$112.34
03/02/2020,$115.88,17074240,$107.60,$116.3973,$107.29
02/28/2020,$107.68,17504080,$107.69,$108.52,$104.37
02/27/2020,$110.40,9492263,$112.56,$114.07,$110.35
02/26/2020,$113.78,6673710,$114.70,$115.17,$113.65
02/25/2020,$114.39,7764343,$116.35,$117.07,$114.05
02/24/2020,$116.32,6616038,$117.46,$118.46,$115.952
02/21/2020,$118.58,6242526,$117.44,$118.75,$117.31
02/20/2020,$117.69,5023327,$117.21,$118.11,$116.86
02/19/2020,$117.68,7187771,$119.50,$119.94,$117.68
02/18/2020,$119.63,11516120,$118.47,$119.95,$117.36
02/14/2020,$117.89,8130648,$117.67,$118.57,$117.155
02/13/2020,$117.44,5333187,$115.85,$117.535,$115.5809
02/12/2020,$115.85,4735551,$115.50,$116.42,$115.41
02/11/2020,$115.40,5797201,$115.43,$115.50,$114.44
02/10/2020,$115.25,6144868,$115.75,$116.98,$115.045
02/07/2020,$116.45,3689972,$116.11,$116.76,$115.76
02/06/2020,$116.31,5352922,$116.83,$117.23,$116.06
02/05/2020,$116.81,5682886,$115.60,$116.95,$114.85
02/04/2020,$115.27,5232222,$115.24,$116.24,$114.89
02/03/2020,$114.27,4351862,$114.90,$115.39,$114.10
01/31/2020,$114.49,7775787,$115.80,$116.2599,$113.90
01/30/2020,$116.58,4581592,$115.61,$116.72,$115.3314
01/29/2020,$115.89,3777667,$116.56,$117.12,$115.89
01/28/2020,$116.60,5270302,$115.98,$116.90,$115.9496
01/27/2020,$115.86,7018406,$113.19,$116.23,$112.68
01/24/2020,$114.37,4383428,$116.00,$116.03,$114.15
01/23/2020,$115.81,4305174,$116.21,$116.31,$115.04
01/22/2020,$116.10,4926385,$115.22,$116.53,$115.18
01/21/2020,$115.59,7353678,$114.59,$115.69,$114.5151
01/17/2020,$114.96,10045010,$116.05,$116.30,$114.64
01/16/2020,$115.90,5369430,$115.50,$115.93,$115.28
01/15/2020,$115.28,7454176,$114.63,$115.87,$114.52
01/14/2020,$116.18,6587321,$115.47,$116.2099,$115.13
01/13/2020,$115.88,6114098,$116.38,$116.55,$115.37
01/10/2020,$116.38,6055368,$117.24,$117.34,$115.98
01/09/2020,$117.36,5565632,$116.15,$117.37,$116.0806
01/08/2020,$116.16,5880483,$116.30,$116.73,$115.68
01/07/2020,$116.56,6870047,$117.26,$117.515,$116.20
01/06/2020,$117.65,6446545,$117.40,$118.09,$116.77
01/03/2020,$117.89,5401166,$118.27,$118.7886,$117.59
01/02/2020,$118.94,6659655,$118.86,$119.89,$118.7016
12/31/2019,$118.84,4915577,$119.50,$119.80,$118.19
12/30/2019,$119.40,2945913,$119.80,$119.81,$119.13
12/27/2019,$119.59,3545808,$119.94,$119.94,$119.245
12/26/2019,$119.52,4228073,$119.61,$119.85,$118.95
12/24/2019,$119.51,2227423,$119.13,$119.60,$119.01
12/23/2019,$119.03,4486275,$120.20,$120.69,$119.01
12/20/2019,$120.29,7954551,$121.48,$122.12,$120.02
12/19/2019,$120.08,4464307,$119.94,$120.505,$119.78
12/18/2019,$119.86,5104984,$121.51,$121.68,$119.84
12/17/2019,$121.28,4575934,$120.95,$121.70,$120.70
12/16/2019,$120.54,5352078,$120.42,$121.3498,$120.42
12/13/2019,$120.29,5366541,$119.16,$120.65,$119.02
12/12/2019,$119.76,4152110,$119.00,$120.11,$118.68
12/11/2019,$119.00,3506618,$119.40,$119.65,$118.53
12/10/2019,$119.14,4282658,$119.35,$119.56,$119.02
12/09/2019,$119.36,4835474,$119.57,$119.86,$119.1844
12/06/2019,$119.78,4342496,$119.08,$119.80,$118.92
12/05/2019,$118.66,4353107,$118.36,$118.775,$117.42
12/04/2019,$118.69,5557516,$119.12,$119.20,$118.304
12/03/2019,$118.67,6760709,$118.40,$118.96,$117.77
12/02/2019,$119.28,5679011,$119.15,$119.38,$117.84
11/29/2019,$119.09,3157316,$119.14,$119.97,$119.00
11/27/2019,$118.76,3440239,$119.39,$119.80,$118.73
11/26/2019,$119.19,6293379,$118.96,$119.30,$118.45
11/25/2019,$118.92,5884479,$120.00,$120.02,$117.90
11/22/2019,$119.36,3843518,$120.15,$120.30,$119.27
11/21/2019,$119.86,4302845,$118.83,$120.00,$118.67
11/20/2019,$119.13,5077756,$120.21,$120.48,$118.40
11/19/2019,$119.89,3716226,$120.11,$120.36,$119.71
11/18/2019,$120.25,6549633,$118.45,$120.867,$118.24
11/15/2019,$118.87,10146510,$120.68,$121.00,$118.38
11/14/2019,$120.65,22511350,$124.60,$125.38,$119.51
11/13/2019,$120.98,8046815,$119.16,$121.36,$118.66
11/12/2019,$119.12,5068798,$119.60,$120.00,$118.8096
11/11/2019,$119.04,4441143,$118.70,$119.63,$118.28
11/08/2019,$119.44,3833729,$120.31,$120.88,$118.94
11/07/2019,$120.23,4441357,$120.00,$120.92,$119.54
11/06/2019,$119.50,3614424,$118.83,$119.62,$118.71
11/05/2019,$118.86,4217099,$117.68,$119.14,$117.075
11/04/2019,$117.57,4646041,$118.40,$119.11,$117.17
11/01/2019,$117.62,3762604,$117.92,$117.97,$117.23
10/31/2019,$117.26,4881269,$117.93,$118.28,$116.83
